famiglia,L_D,phi_gradi,Nq_immagine,x_pixel,y_pixel,impiego
medio,50,33.49999999999998,33.81312548642056,614.7749999999991,511.5,controllo
medio,50,33.699999999999974,35.01781179776019,624.1449999999988,500.0,controllo
medio,50,34.299999999999976,39.13309417628931,652.2549999999989,463.5,controllo
medio,50,34.49999999999997,40.71279944506334,661.6249999999986,450.5,controllo
medio,50,34.699999999999974,42.1633057641991,670.9949999999988,439.0,controllo
medio,50,34.89999999999998,43.73200326321591,680.364999999999,427.0,controllo
medio,50,35.09999999999997,45.428157174509266,689.7349999999988,414.5,controllo
medio,50,35.29999999999997,47.11832437684245,699.1049999999985,402.5,controllo
medio,50,35.49999999999997,48.87137471927024,708.4749999999987,390.5,controllo
medio,50,36.099999999999966,55.530463823911724,736.5849999999984,355.0,controllo
medio,50,36.29999999999997,58.41149942218947,745.9549999999986,341.5,controllo
medio,50,36.49999999999997,61.09766665910899,755.3249999999987,329.5,controllo
medio,50,36.69999999999997,64.14725605631999,764.6949999999985,316.5,controllo
medio,50,36.89999999999996,67.09719329917932,774.0649999999982,304.5,controllo
medio,50,37.099999999999966,70.05143387749438,783.4349999999985,293.0,controllo
medio,50,37.29999999999997,73.54793581764477,792.8049999999986,280.0,controllo
medio,50,37.499999999999964,76.78619789330233,802.1749999999984,268.5,controllo
medio,50,37.69999999999996,80.9214790696027,811.5449999999981,254.5,controllo
medio,50,38.29999999999996,92.60674553034151,839.6549999999982,218.5,controllo
medio,50,38.49999999999996,96.5031974102458,849.0249999999979,207.5,controllo
grande,4,26.1,13.832853025936599,76.52500000000009,876.0,fit
grande,4,26.3,14.085014409221902,89.57500000000005,872.5,controllo
grande,4,26.5,14.337175792507205,102.625,869.0,fit
grande,4,26.7,14.62536023054755,115.67499999999995,865.0,controllo
grande,4,26.9,14.805475504322766,128.7249999999999,862.5,fit
grande,4,27.099999999999998,15.05763688760807,141.77499999999986,859.0,controllo
grande,4,27.299999999999997,15.309798270893372,154.82499999999982,855.5,fit
grande,4,27.499999999999996,15.561959654178674,167.87499999999977,852.0,controllo
grande,4,27.699999999999996,15.85014409221902,180.92499999999973,848.0,fit
grande,4,27.899999999999995,16.102305475504323,193.97499999999968,844.5,controllo
grande,4,28.099999999999994,16.354466858789625,207.02499999999964,841.0,fit
grande,4,28.299999999999994,16.64265129682997,220.0749999999996,837.0,controllo
grande,4,28.499999999999993,16.894812680115272,233.12499999999955,833.5,fit
grande,4,28.699999999999992,17.146974063400577,246.1749999999995,830.0,controllo
grande,4,28.89999999999999,17.39913544668588,259.22499999999945,826.5,fit
grande,4,29.09999999999999,17.65129682997118,272.2749999999994,823.0,controllo
grande,4,29.29999999999999,17.939481268011527,285.32499999999936,819.0,fit
grande,4,29.49999999999999,18.19164265129683,298.3749999999993,815.5,controllo
grande,4,29.69999999999999,18.443804034582133,311.4249999999993,812.0,fit
grande,4,29.899999999999988,18.659942363112393,324.4749999999992,809.0,controllo
grande,4,30.099999999999987,18.98414985590778,337.5249999999992,804.5,fit
grande,4,30.299999999999986,19.236311239193082,350.57499999999914,801.0,controllo
grande,4,30.499999999999986,19.488472622478387,363.6249999999991,797.5,fit
grande,4,30.699999999999985,19.84870317002882,376.67499999999905,792.5,controllo
grande,4,30.899999999999984,20.172910662824208,389.724999999999,788.0,fit
grande,4,31.099999999999984,20.53314121037464,402.77499999999895,783.0,controllo
grande,4,31.299999999999983,20.89337175792507,415.8249999999989,778.0,fit
grande,4,31.499999999999982,21.253602305475503,428.87499999999886,773.0,controllo
grande,4,31.69999999999998,21.577809798270895,441.9249999999988,768.5,fit
grande,4,31.89999999999998,22.046109510086456,454.9749999999988,762.0,controllo
grande,4,32.09999999999998,22.55043227665706,468.0249999999987,755.0,fit
grande,4,32.29999999999998,22.98270893371758,481.0749999999989,749.0,controllo
grande,4,32.49999999999998,23.414985590778098,494.12499999999864,743.0,fit
grande,4,32.699999999999974,23.919308357348704,507.1749999999983,736.0,controllo
grande,4,32.89999999999998,24.459654178674352,520.2249999999985,728.5,fit
grande,4,33.299999999999976,25.504322766570606,546.3249999999985,714.0,controllo
grande,4,33.49999999999997,26.044668587896254,559.3749999999982,706.5,fit
grande,4,33.699999999999974,26.65706051873199,572.4249999999984,698.0,controllo
grande,4,33.89999999999998,27.269452449567723,585.4749999999985,689.5,fit
grande,4,34.09999999999997,27.953890489913544,598.5249999999983,680.0,controllo
grande,4,34.29999999999997,28.56628242074928,611.574999999998,671.5,fit
grande,4,34.49999999999997,29.2507204610951,624.6249999999982,662.0,controllo
grande,4,34.699999999999974,29.971181556195965,637.6749999999984,652.0,fit
grande,4,34.89999999999997,30.79971181556196,650.7249999999981,640.5,controllo
grande,4,35.099999999999966,31.592219020172912,663.7749999999978,629.5,fit
grande,4,35.29999999999997,32.34870317002882,676.824999999998,619.0,controllo
grande,4,35.49999999999997,33.2492795389049,689.8749999999982,606.5,fit
grande,4,35.69999999999997,34.04178674351585,702.9249999999979,595.5,controllo
grande,4,35.89999999999996,34.90634005763689,715.9749999999976,583.5,fit
grande,4,36.099999999999966,35.87896253602305,729.0249999999978,570.0,controllo
grande,4,36.29999999999997,36.671469740634,742.074999999998,559.0,fit
grande,4,36.499999999999964,37.716138328530256,755.1249999999977,544.5,controllo
grande,4,36.69999999999996,38.79682997118156,768.1749999999975,529.5,fit
grande,4,36.89999999999996,39.913544668587896,781.2249999999976,514.0,controllo
grande,4,37.099999999999966,40.95821325648415,794.2749999999978,499.5,fit
grande,4,37.29999999999996,42.18299711815562,807.3249999999975,482.5,controllo
grande,4,37.49999999999996,43.40778097982709,820.3749999999973,465.5,fit
grande,4,37.69999999999996,44.70461095100865,833.4249999999975,447.5,controllo
grande,4,37.89999999999996,46.07348703170029,846.4749999999976,428.5,fit
grande,4,38.09999999999996,47.65850144092219,859.5249999999974,406.5,controllo
grande,4,38.299999999999955,48.955331412103746,872.5749999999971,388.5,fit
grande,4,38.69999999999996,51.65706051873199,898.6749999999975,351.0,controllo
grande,4,38.899999999999956,52.98991354466859,911.7249999999972,332.5,fit
grande,4,39.09999999999995,54.35878962536023,924.7749999999968,313.5,controllo
grande,4,39.299999999999955,55.72766570605187,937.8249999999971,294.5,fit
grande,4,39.49999999999996,57.02449567723343,950.8749999999973,276.5,controllo
grande,4,39.69999999999995,58.357348703170025,963.9249999999969,258.0,fit
